Site Number,Identification Date ,Coarse Sorting Group,Family          (Sub-family for Chironomidae),Genus & Species,Number of Specimens,Confirmed.Family,Confirmed.Genus & Species
CABIN-W757,28-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W757,,Cladocera,,,,,
CABIN-W757,,Ostracoda,,,,,
CABIN-W757,,Copepoda,,,,,
CABIN-W757,13-Jun-19,Amphipoda,Gammaridae,Gammarus sp.,,,
CABIN-W757,13-Jun-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W757,,Isopoda,,,,,
CABIN-W757,,Decapoda,,,,,
CABIN-W757,13-Jun-19,Ephemeroptera,Baetidae,Procloeon sp.,1,Baetidae,Procloeon sp.
CABIN-W757,13-Jun-19,Ephemeroptera,Baetidae,UID,,,
CABIN-W757,13-Jun-19,Ephemeroptera,Caenidae,Caenis sp.,,,
CABIN-W757,13-Jun-19,Ephemeroptera,Caenidae,UID,,,
CABIN-W757,13-Jun-19,Ephemeroptera,UID,UID,,,
CABIN-W757,13-Jun-19,Anisoptera,Corduliidae,UID,,,
CABIN-W757,,Zygoptera,,,,,
CABIN-W757,,Plecoptera,,,,,
CABIN-W757,13-Jun-19,Hemiptera,Corixidae,Sigara penniensis,,,
CABIN-W757,,Megaloptera,,,,,
CABIN-W757,,Lepidoptera,,,,,
CABIN-W757,13-Jun-19,Trichoptera,Leptoceridae,UID,,,
CABIN-W757,13-Jun-19,Trichoptera,Limnephilidae,UID,,,
CABIN-W757,13-Jun-19,Trichoptera,UID,UID,,,
CABIN-W757,,Coleoptera (adults),,,,,
CABIN-W757,13-Jun-19,Coleoptera (larvae),Curculionidae,UID,,,
CABIN-W757,4-Sep-20,Chironomidae,Chironominae,Cryptochironomus sp.,,,
CABIN-W757,4-Sep-20,Chironomidae,Chironominae,Endochironomus nigricans,,,
CABIN-W757,4-Sep-20,Chironomidae,Chironominae,Microtendipes sp. A RPH,,,
CABIN-W757,4-Sep-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W757,4-Sep-20,Chironomidae,Chironominae,Tanytarsus sp. K RPH,,,
CABIN-W757,4-Sep-20,Chironomidae,Chironominae,UID,,,
CABIN-W757,4-Sep-20,Chironomidae,Orthocladiinae,Cricotopus sp. E RPH,,,
CABIN-W757,4-Sep-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W757,4-Sep-20,Chironomidae,Orthocladiinae,Orthocladius sp. A RPH,,,
CABIN-W757,4-Sep-20,Chironomidae,Orthocladiinae,UID,,,
CABIN-W757,4-Sep-20,Chironomidae,Tanypodinae,Ablabesmyia sp. E RPH,,,
CABIN-W757,4-Sep-20,Chironomidae,Tanypodinae,Procladius sp. B RPH,,,
CABIN-W757,4-Sep-20,Chironomidae,Tanypodinae,Procladius sp. E RPH,,,
CABIN-W757,4-Sep-20,Chironomidae,Tanypodinae,Procladius sp.,,,
CABIN-W757,4-Sep-20,Chironomidae,Chironomidae,UID,,,
CABIN-W757,4-Nov-20,Ceratopogonidae,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,,,
CABIN-W757,,Tabanidae,,,,,
CABIN-W757,13-Jun-19,Tipulidae,Limoniinae,Helius sp.,1,Limoniinae,Helius sp.
CABIN-W757,,Culicidae,,,,,
CABIN-W757,,Chaoboridae,,,,,
CABIN-W757,,Simuliidae,,,,,
CABIN-W757,,Other Diptera,,,,,
CABIN-W757,,Other: ,,,,,
CABIN-W757,13-Jun-19,UMOS,Aeshnidae,Aeshna interrupta,1,Aeshnidae,Aeshna eremita
CABIN-W757,13-Jun-19,UMOS,Aeshnidae,Aeshna sp.,,,
CABIN-W757,13-Jun-19,UMOS,Corduliidae,Cordulia shurtleffii,,,
CABIN-W757,13-Jun-19,UMOS,Libellulidae,Sympetrum sp.,1,Libellulidae,Sympetrum costiferum
CABIN-W757,13-Jun-19,UMOS,Dytiscidae,Dytiscus alaskanus,1,Dytiscidae,Dytiscus alaskanus
CABIN-W757,13-Jun-19,UMOS,Dytiscidae,Graphoderus perplexus,1,Dytiscidae,Graphoderus perplexus
CABIN-W757,13-Jun-19,UMOS,Dytiscidae,Dytiscus sp.,,,
CABIN-W758,,Porifera,,,,,
CABIN-W758,,Hydrozoa,,,,,
CABIN-W758,,Platyhelminthes,,,,,
CABIN-W758,,Nematoda,,,,,
CABIN-W758,2-Nov-20,Oligochaeta,Naididae,Chaetogaster sp.,20,Naididae,Chaetogaster diaphanus
CABIN-W758,,Oligochaeta,,split,2,Naididae,Chaetogaster sp.
CABIN-W758,2-Nov-20,Oligochaeta,Naididae,Vejdovskyella sp.,18,Naididae,Vejdovskyella comata
CABIN-W758,2-Nov-20,Oligochaeta,Naididae,Pristina longiseta,1,Naididae,Pristina leidyi/longiseta
CABIN-W758,2-Nov-20,Oligochaeta,Naididae,Nais sp.,28,Naididae,Nais variabilis
CABIN-W758,,Oligochaeta,,split,31,Naididae,Nais communis
CABIN-W758,,Oligochaeta,,split,56,Naididae,Nais simplex
CABIN-W758,2-Nov-20,Oligochaeta,Naididae,Slavina appendiculata,5,Naididae,Slavina appendiculata
CABIN-W758,2-Nov-20,Oligochaeta,Naididae,Pristina sp.,0,,
CABIN-W758,2-Nov-20,Oligochaeta,Naididae,UID,13,Naididae,UID
CABIN-W758,4-Jul-19,Hirudinea,Glossiphoniidae,Theromyzon sp.,1,Glossiphoniidae,Theromyzon sp.
CABIN-W758,4-Jul-19,Gastropoda,Planorbidae,Gyraulus parvus,,,
CABIN-W758,4-Jul-19,Gastropoda,Planorbidae,Gyraulus crista,,,
CABIN-W758,4-Jul-19,Gastropoda,Planorbidae,Gyraulus sp.,,,
CABIN-W758,4-Jul-19,Gastropoda,Planorbidae,UID,,,
CABIN-W758,4-Jul-19,Gastropoda,Physidae,UID,,,
CABIN-W758,4-Jul-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W758,28-Oct-20,Hydrachnidia,Mideopsidae,Mideopsis sp.,,,
CABIN-W758,28-Oct-20,Hydrachnidia,Pionidae,Piona sp.,,,
CABIN-W758,28-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W758,,Cladocera,,,,,
CABIN-W758,,Ostracoda,,,,,
CABIN-W758,,Copepoda,,,,,
CABIN-W758,4-Jul-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W758,4-Jul-19,Amphipoda,UID,UID,3,Hyalellidae,Hyalella sp.
CABIN-W758,,Isopoda,,,,,
CABIN-W758,,Decapoda,,,,,
CABIN-W758,4-Jul-19,Ephemeroptera,Baetidae,UID,,,
CABIN-W758,4-Jul-19,Ephemeroptera,Caenidae,UID,,,
CABIN-W758,4-Jul-19,Ephemeroptera,UID,UID,,,
CABIN-W758,4-Jul-19,Anisoptera,UID,UID,,,
CABIN-W758,4-Jul-19,Zygoptera,Coenagrionidae,UID,,,
CABIN-W758,4-Jul-19,Zygoptera,UID,UID,,,
CABIN-W758,,Plecoptera,,,,,
CABIN-W758,4-Jul-19,Hemiptera,Corixidae,Sigara penniensis,1,Corixidae,Sigara penniensis
CABIN-W758,4-Jul-19,Hemiptera,Corixidae,Cymatia sp.,,,
CABIN-W758,,Megaloptera,,,,,
CABIN-W758,,Lepidoptera,,,,,
CABIN-W758,4-Jul-19,Trichoptera,Phryganeidae,UID,,,
CABIN-W758,,Coleoptera (adults),,,,,
CABIN-W758,4-Jul-19,Coleoptera (larvae),Dytiscidae,Graphoderus sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Cladotanytarsus sp. B RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Cladotanytarsus sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Dicrotendipes sp. B RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Endochironomus nigricans,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Endochironomus sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Paratanytarsus sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Polypedilum sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Tanytarsus sp. B RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Tanytarsus sp. C RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Tanytarsus sp. D RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,Tanytarsus sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Chironominae,UID,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Corynoneura sp. C RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Cricotopus sp. B RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Cricotopus sp. D RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Nanocladius sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Orthocladius sp. A RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Orthocladius sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Psectrocladius sp. B RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Psectrocladius sp. D RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Psectrocaldius sp. L RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Orthocladiinae,UID,,,
CABIN-W758,10-Sep-20,Chironomidae,Tanypodinae,Guttipelopia sp.,,,
CABIN-W758,10-Sep-20,Chironomidae,Tanypodinae,Procladius sp. E RPH,,,
CABIN-W758,10-Sep-20,Chironomidae,Tanypodinae,Procladius sp.,,,
CABIN-W758,4-Nov-20,Ceratopogonidae,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,,,
CABIN-W758,,Tabanidae,,,,,
CABIN-W758,,Tipulidae,,,,,
CABIN-W758,,Culicidae,,,,,
CABIN-W758,4-Jul-19,Chaoboridae,Chaoboridae,Chaoborus trivittatus,1,Chaoboridae,Chaoborus trivittatus
CABIN-W758,4-Jul-19,Chaoboridae,Chaoboridae,Chaoborus americanus,,,
CABIN-W758,,Simuliidae,,,,,
CABIN-W758,5-Jul-19,Other Diptera,Empididae,UID,,,
CABIN-W758,,Other: ,,,,,
CABIN-W758,5-Jul-19,UMOS,Physidae,UID,,,
CABIN-W758,5-Jul-19,UMOS,Siphlonuridae,Siphlonurus sp.,,,
CABIN-W758,5-Jul-19,UMOS,Libellulidae,Leucorrhinia intacta,1,Libellulidae,Leucorrhinia intacta
CABIN-W758,5-Jul-19,UMOS,Libellulidae,Sympetrum sp.,1,Libellulidae,Leucorrhinia sp.
CABIN-W758,5-Jul-19,UMOS,Corixidae,Hesperocorixa michiganensis,,,
CABIN-W758,5-Jul-19,UMOS,Corixidae,Sigara conocephala,1,Corixidae,Sigara conocephala
CABIN-W758,5-Jul-19,UMOS,Corixidae,UID,,,
